"","subject","activity","variable","value"
"1286",15,"WALKING_DOWNSTAIRS","meantBodyAccelerometerMagnitudeStdev",-0.557147874176037
"1287",15,"WALKING_DOWNSTAIRS","meantGravityAccelerometerMagnitudeMean",-0.527285352000488
"1288",15,"WALKING_DOWNSTAIRS","meantGravityAccelerometerMagnitudeStdev",-0.557147874176037
"1289",15,"WALKING_DOWNSTAIRS","meantBodyAccelerometerJerkMagnitudeMean",-0.654799694757531
"1290",15,"WALKING_DOWNSTAIRS","meantBodyAccelerometerJerkMagnitudeStdev",-0.625660376546646
"1291",15,"WALKING_DOWNSTAIRS","meantBodyGyroscopeMagnitudeMean",-0.617721779796037
"1292",15,"WALKING_DOWNSTAIRS","meantBodyGyroscopeMagnitudeStdev",-0.675336960047866
"1293",15,"WALKING_DOWNSTAIRS","meantBodyGyroscopeJerkMagnitudeMean",-0.805282669512195
"1294",15,"WALKING_DOWNSTAIRS","meantBodyGyroscopeJerkMagnitudeStdev",-0.837120078079268
"1295",15,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerMeanX",-0.583772317445122
"1296",15,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerMeanY",-0.507735205778384
"1297",15,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerMeanZ",-0.741745724698171
"1298",15,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerStdevX",-0.547150855443902
"1299",15,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerStdevY",-0.501568435233384
"1300",15,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerStdevZ",-0.711431340356707
"1301",15,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerJerkMeanX",-0.643469519361585
"1302",15,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerJerkMeanY",-0.609408057377744
"1303",15,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerJerkMeanZ",-0.805543465588415
"1304",15,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerJerkStdevX",-0.637655155092835
"1305",15,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerJerkStdevY",-0.605854882622652
"1306",15,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerJerkStdevZ",-0.845111060762195
"1307",15,"WALKING_DOWNSTAIRS","meanfBodyGyroscopeMeanX",-0.664354428856402
"1308",15,"WALKING_DOWNSTAIRS","meanfBodyGyroscopeMeanY",-0.760711411006098
"1309",15,"WALKING_DOWNSTAIRS","meanfBodyGyroscopeMeanZ",-0.711194539920732
"1310",15,"WALKING_DOWNSTAIRS","meanfBodyGyroscopeStdevX",-0.709336168176829
"1311",15,"WALKING_DOWNSTAIRS","meanfBodyGyroscopeStdevY",-0.684504735744512
"1312",15,"WALKING_DOWNSTAIRS","meanfBodyGyroscopeStdevZ",-0.751696527195122
"1313",15,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerMagnitudeMean",-0.562948391223628
"1314",15,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerMagnitudeStdev",-0.623655618198171
"1315",15,"WALKING_DOWNSTAIRS","meanfBodyBodyAccelerometerJerkMagnitudeMean",-0.614817605125915
"1316",15,"WALKING_DOWNSTAIRS","meanfBodyBodyAccelerometerJerkMagnitudeStdev",-0.643101167069512
"1317",15,"WALKING_DOWNSTAIRS","meanfBodyBodyGyroscopeMagnitudeMean",-0.732394493841463
"1318",15,"WALKING_DOWNSTAIRS","meanfBodyBodyGyroscopeMagnitudeStdev",-0.695346839682927
"1319",15,"WALKING_DOWNSTAIRS","meanfBodyBodyGyroscopeJerkMagnitudeMean",-0.83680189402439
"1320",15,"WALKING_DOWNSTAIRS","meanfBodyBodyGyroscopeJerkMagnitudeStdev",-0.849634463841463
"1321",16,"WALKING_DOWNSTAIRS","meantBodyAccelerometerMeanX",0.277887440374317
"1322",16,"WALKING_DOWNSTAIRS","meantBodyAccelerometerMeanY",-0.0158567888309016
"1323",16,"WALKING_DOWNSTAIRS","meantBodyAccelerometerMeanZ",-0.107263924445355
"1324",16,"WALKING_DOWNSTAIRS","meantBodyAccelerometerStdevX",-0.668161498298634
"1325",16,"WALKING_DOWNSTAIRS","meantBodyAccelerometerStdevY",-0.649947067892896
"1326",16,"WALKING_DOWNSTAIRS","meantBodyAccelerometerStdevZ",-0.603819902386066
"1327",16,"WALKING_DOWNSTAIRS","meantGravityAccelerometerMeanX",0.700906130308743
"1328",16,"WALKING_DOWNSTAIRS","meantGravityAccelerometerMeanY",-0.0605235993797814
"1329",16,"WALKING_DOWNSTAIRS","meantGravityAccelerometerMeanZ",0.0402075536234973
"1330",16,"WALKING_DOWNSTAIRS","meantGravityAccelerometerStdevX",-0.971156432131148
"1331",16,"WALKING_DOWNSTAIRS","meantGravityAccelerometerStdevY",-0.964727519945355
"1332",16,"WALKING_DOWNSTAIRS","meantGravityAccelerometerStdevZ",-0.945294028639344
"1333",16,"WALKING_DOWNSTAIRS","meantBodyAccelerometerJerkMeanX",0.0775488885374317
"1334",16,"WALKING_DOWNSTAIRS","meantBodyAccelerometerJerkMeanY",0.00884018328270219
"1335",16,"WALKING_DOWNSTAIRS","meantBodyAccelerometerJerkMeanZ",-0.00143730005564208
"1336",16,"WALKING_DOWNSTAIRS","meantBodyAccelerometerJerkStdevX",-0.72786174352459
"1337",16,"WALKING_DOWNSTAIRS","meantBodyAccelerometerJerkStdevY",-0.735080198043716
"1338",16,"WALKING_DOWNSTAIRS","meantBodyAccelerometerJerkStdevZ",-0.767873049380055
"1339",16,"WALKING_DOWNSTAIRS","meantBodyGyroscopeMeanX",-0.0122341446725137
"1340",16,"WALKING_DOWNSTAIRS","meantBodyGyroscopeMeanY",-0.0724444803980874
"1341",16,"WALKING_DOWNSTAIRS","meantBodyGyroscopeMeanZ",0.0730144651530055
"1342",16,"WALKING_DOWNSTAIRS","meantBodyGyroscopeStdevX",-0.799534450491803
"1343",16,"WALKING_DOWNSTAIRS","meantBodyGyroscopeStdevY",-0.810124133715847
"1344",16,"WALKING_DOWNSTAIRS","meantBodyGyroscopeStdevZ",-0.737629967961749
"1345",16,"WALKING_DOWNSTAIRS","meantBodyGyroscopeJerkMeanX",-0.107361614801257
"1346",16,"WALKING_DOWNSTAIRS","meantBodyGyroscopeJerkMeanY",-0.0416615668939617
"1347",16,"WALKING_DOWNSTAIRS","meantBodyGyroscopeJerkMeanZ",-0.0539470410873497
"1348",16,"WALKING_DOWNSTAIRS","meantBodyGyroscopeJerkStdevX",-0.858298719153005
"1349",16,"WALKING_DOWNSTAIRS","meantBodyGyroscopeJerkStdevY",-0.86957312057377
"1350",16,"WALKING_DOWNSTAIRS","meantBodyGyroscopeJerkStdevZ",-0.837039926065574
"1351",16,"WALKING_DOWNSTAIRS","meantBodyAccelerometerMagnitudeMean",-0.616131116889044
"1352",16,"WALKING_DOWNSTAIRS","meantBodyAccelerometerMagnitudeStdev",-0.661719690491803
"1353",16,"WALKING_DOWNSTAIRS","meantGravityAccelerometerMagnitudeMean",-0.616131116889044
"1354",16,"WALKING_DOWNSTAIRS","meantGravityAccelerometerMagnitudeStdev",-0.661719690491803
"1355",16,"WALKING_DOWNSTAIRS","meantBodyAccelerometerJerkMagnitudeMean",-0.725246870486339
"1356",16,"WALKING_DOWNSTAIRS","meantBodyAccelerometerJerkMagnitudeStdev",-0.719647028238525
"1357",16,"WALKING_DOWNSTAIRS","meantBodyGyroscopeMagnitudeMean",-0.718168775628415
"1358",16,"WALKING_DOWNSTAIRS","meantBodyGyroscopeMagnitudeStdev",-0.78482286579235
"1359",16,"WALKING_DOWNSTAIRS","meantBodyGyroscopeJerkMagnitudeMean",-0.860446372459016
"1360",16,"WALKING_DOWNSTAIRS","meantBodyGyroscopeJerkMagnitudeStdev",-0.87480016568306
"1361",16,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerMeanX",-0.700885147341803
"1362",16,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerMeanY",-0.671572147098798
"1363",16,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerMeanZ",-0.660989948160437
"1364",16,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerStdevX",-0.656969045058415
"1365",16,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerStdevY",-0.661844530506831
"1366",16,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerStdevZ",-0.605646725307104
"1367",16,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerJerkMeanX",-0.744662041612022
"1368",16,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerJerkMeanY",-0.748627001551913
"1369",16,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerJerkMeanZ",-0.752302172079235
"1370",16,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerJerkStdevX",-0.73477673661306
"1371",16,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerJerkStdevY",-0.738434398105465
"1372",16,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerJerkStdevZ",-0.782089515344262
"1373",16,"WALKING_DOWNSTAIRS","meanfBodyGyroscopeMeanX",-0.789780147036612
"1374",16,"WALKING_DOWNSTAIRS","meanfBodyGyroscopeMeanY",-0.815962130027322
"1375",16,"WALKING_DOWNSTAIRS","meanfBodyGyroscopeMeanZ",-0.756286641721311
"1376",16,"WALKING_DOWNSTAIRS","meanfBodyGyroscopeStdevX",-0.804991831502732
"1377",16,"WALKING_DOWNSTAIRS","meanfBodyGyroscopeStdevY",-0.809421448142077
"1378",16,"WALKING_DOWNSTAIRS","meanfBodyGyroscopeStdevZ",-0.756993640724044
"1379",16,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerMagnitudeMean",-0.666962508246721
"1380",16,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerMagnitudeStdev",-0.712680990765301
"1381",16,"WALKING_DOWNSTAIRS","meanfBodyBodyAccelerometerJerkMagnitudeMean",-0.713167613706148
"1382",16,"WALKING_DOWNSTAIRS","meanfBodyBodyAccelerometerJerkMagnitudeStdev",-0.729869398769672
"1383",16,"WALKING_DOWNSTAIRS","meanfBodyBodyGyroscopeMagnitudeMean",-0.81712881920765
"1384",16,"WALKING_DOWNSTAIRS","meanfBodyBodyGyroscopeMagnitudeStdev",-0.802078223409836
"1385",16,"WALKING_DOWNSTAIRS","meanfBodyBodyGyroscopeJerkMagnitudeMean",-0.87277228273224
"1386",16,"WALKING_DOWNSTAIRS","meanfBodyBodyGyroscopeJerkMagnitudeStdev",-0.886533212213115
"1387",17,"SITTING","meantBodyAccelerometerMeanX",0.27344147274375
"1388",17,"SITTING","meantBodyAccelerometerMeanY",-0.0180888559772812
"1389",17,"SITTING","meantBodyAccelerometerMeanZ",-0.109111919458969
"1390",17,"SITTING","meantBodyAccelerometerStdevX",-0.550867932263844
"1391",17,"SITTING","meantBodyAccelerometerStdevY",-0.507275258134
"1392",17,"SITTING","meantBodyAccelerometerStdevZ",-0.613217322774375
"1393",17,"SITTING","meantGravityAccelerometerMeanX",0.668613344125
"1394",17,"SITTING","meantGravityAccelerometerMeanY",0.01046225616875
"1395",17,"SITTING","meantGravityAccelerometerMeanZ",0.0223722077328125
"1396",17,"SITTING","meantGravityAccelerometerStdevX",-0.9695361643125
"1397",17,"SITTING","meantGravityAccelerometerStdevY",-0.9570481696875
"1398",17,"SITTING","meantGravityAccelerometerStdevZ",-0.94542101409375
"1399",17,"SITTING","meantBodyAccelerometerJerkMeanX",0.08251105141625
"1400",17,"SITTING","meantBodyAccelerometerJerkMeanY",0.00885228208375
"1401",17,"SITTING","meantBodyAccelerometerJerkMeanZ",0.003826532875875
"1402",17,"SITTING","meantBodyAccelerometerJerkStdevX",-0.635949363671875
"1403",17,"SITTING","meantBodyAccelerometerJerkStdevY",-0.6209185283575
"1404",17,"SITTING","meantBodyAccelerometerJerkStdevZ",-0.78668123990625
"1405",17,"SITTING","meantBodyGyroscopeMeanX",-0.01284166884445
"1406",17,"SITTING","meantBodyGyroscopeMeanY",-0.0833880991568063
"1407",17,"SITTING","meantBodyGyroscopeMeanZ",0.0745157818036563
"1408",17,"SITTING","meantBodyGyroscopeStdevX",-0.7250048879375
"1409",17,"SITTING","meantBodyGyroscopeStdevY",-0.73173270325
"1410",17,"SITTING","meantBodyGyroscopeStdevZ",-0.681002221107187
"1411",17,"SITTING","meantBodyGyroscopeJerkMeanX",-0.109084058157187
"1412",17,"SITTING","meantBodyGyroscopeJerkMeanY",-0.0390296211270938
"1413",17,"SITTING","meantBodyGyroscopeJerkMeanZ",-0.0504091215649062
"1414",17,"SITTING","meantBodyGyroscopeJerkStdevX",-0.75779255871875
"1415",17,"SITTING","meantBodyGyroscopeJerkStdevY",-0.80093311453125
"1416",17,"SITTING","meantBodyGyroscopeJerkStdevZ",-0.7804575046875
"1417",17,"SITTING","meantBodyAccelerometerMagnitudeMean",-0.506906000020438
"1418",17,"SITTING","meantBodyAccelerometerMagnitudeStdev",-0.585287408546562
"1419",17,"SITTING","meantGravityAccelerometerMagnitudeMean",-0.506906000020438
"1420",17,"SITTING","meantGravityAccelerometerMagnitudeStdev",-0.585287408546562
"1421",17,"SITTING","meantBodyAccelerometerJerkMagnitudeMean",-0.652073857695312
"1422",17,"SITTING","meantBodyAccelerometerJerkMagnitudeStdev",-0.649316139213437
"1423",17,"SITTING","meantBodyGyroscopeMagnitudeMean",-0.630693906651719
"1424",17,"SITTING","meantBodyGyroscopeMagnitudeStdev",-0.71559290114375
"1425",17,"SITTING","meantBodyGyroscopeJerkMagnitudeMean",-0.78281769309375
"1426",17,"SITTING","meantBodyGyroscopeJerkMagnitudeStdev",-0.80013424171875
"1427",17,"SITTING","meanfBodyAccelerometerMeanX",-0.600723904619781
"1428",17,"SITTING","meanfBodyAccelerometerMeanY",-0.545947390043031
"1429",17,"SITTING","meanfBodyAccelerometerMeanZ",-0.67938986181875
"1430",17,"SITTING","meanfBodyAccelerometerStdevX",-0.533671600249375
"1431",17,"SITTING","meanfBodyAccelerometerStdevY",-0.519062339910625
"1432",17,"SITTING","meanfBodyAccelerometerStdevZ",-0.609007944529688
"1433",17,"SITTING","meanfBodyAccelerometerJerkMeanX",-0.675134742364062
"1434",17,"SITTING","meanfBodyAccelerometerJerkMeanY",-0.65093749483125
"1435",17,"SITTING","meanfBodyAccelerometerJerkMeanZ",-0.7744940495625
"1436",17,"SITTING","meanfBodyAccelerometerJerkStdevX",-0.628899885682187
"1437",17,"SITTING","meanfBodyAccelerometerJerkStdevY",-0.614345425693125
"1438",17,"SITTING","meanfBodyAccelerometerJerkStdevZ",-0.79753323615625
"1439",17,"SITTING","meanfBodyGyroscopeMeanX",-0.690246842451563
"1440",17,"SITTING","meanfBodyGyroscopeMeanY",-0.7428462089375
"1441",17,"SITTING","meanfBodyGyroscopeMeanZ",-0.68792205428125
"1442",17,"SITTING","meanfBodyGyroscopeStdevX",-0.737661758785625
"1443",17,"SITTING","meanfBodyGyroscopeStdevY",-0.72779753184375
"1444",17,"SITTING","meanfBodyGyroscopeStdevZ",-0.708869113253125
"1445",17,"SITTING","meanfBodyAccelerometerMagnitudeMean",-0.595908048050938
"1446",17,"SITTING","meanfBodyAccelerometerMagnitudeStdev",-0.644502428118125
"1447",17,"SITTING","meanfBodyBodyAccelerometerJerkMagnitudeMean",-0.653531400748438
"1448",17,"SITTING","meanfBodyBodyAccelerometerJerkMagnitudeStdev",-0.647886818483125
"1449",17,"SITTING","meanfBodyBodyGyroscopeMagnitudeMean",-0.73703546740625
"1450",17,"SITTING","meanfBodyBodyGyroscopeMagnitudeStdev",-0.7525235544375
"1451",17,"SITTING","meanfBodyBodyGyroscopeJerkMagnitudeMean",-0.8045235876875
"1452",17,"SITTING","meanfBodyBodyGyroscopeJerkMagnitudeStdev",-0.8098826564375
"1453",17,"WALKING_DOWNSTAIRS","meantBodyAccelerometerMeanX",0.277950050208333
"1454",17,"WALKING_DOWNSTAIRS","meantBodyAccelerometerMeanY",-0.0138932613754167
"1455",17,"WALKING_DOWNSTAIRS","meantBodyAccelerometerMeanZ",-0.109786077604167
"1456",17,"WALKING_DOWNSTAIRS","meantBodyAccelerometerStdevX",-0.992370654583333
"1457",17,"WALKING_DOWNSTAIRS","meantBodyAccelerometerStdevY",-0.965205728333333
"1458",17,"WALKING_DOWNSTAIRS","meantBodyAccelerometerStdevZ",-0.976352307916667
"1459",17,"WALKING_DOWNSTAIRS","meantGravityAccelerometerMeanX",0.901097859791667
"1460",17,"WALKING_DOWNSTAIRS","meantGravityAccelerometerMeanY",-0.17504772675
"1461",17,"WALKING_DOWNSTAIRS","meantGravityAccelerometerMeanZ",-0.284880580416667
"1462",17,"WALKING_DOWNSTAIRS","meantGravityAccelerometerStdevX",-0.986674910208333
"1463",17,"WALKING_DOWNSTAIRS","meantGravityAccelerometerStdevY",-0.970555891666667
"1464",17,"WALKING_DOWNSTAIRS","meantGravityAccelerometerStdevZ",-0.973160545416667
"1465",17,"WALKING_DOWNSTAIRS","meantBodyAccelerometerJerkMeanX",0.0740394237708333
"1466",17,"WALKING_DOWNSTAIRS","meantBodyAccelerometerJerkMeanY",0.00607092773104167
"1467",17,"WALKING_DOWNSTAIRS","meantBodyAccelerometerJerkMeanZ",-0.00478813832875
"1468",17,"WALKING_DOWNSTAIRS","meantBodyAccelerometerJerkStdevX",-0.993627979375
"1469",17,"WALKING_DOWNSTAIRS","meantBodyAccelerometerJerkStdevY",-0.987195772291667
"1470",17,"WALKING_DOWNSTAIRS","meantBodyAccelerometerJerkStdevZ",-0.991061698958333
"1471",17,"WALKING_DOWNSTAIRS","meantBodyGyroscopeMeanX",-0.026848276775
"1472",17,"WALKING_DOWNSTAIRS","meantBodyGyroscopeMeanY",-0.07819643980625
"1473",17,"WALKING_DOWNSTAIRS","meantBodyGyroscopeMeanZ",0.0937536148541667
"1474",17,"WALKING_DOWNSTAIRS","meantBodyGyroscopeStdevX",-0.985719333333333
"1475",17,"WALKING_DOWNSTAIRS","meantBodyGyroscopeStdevY",-0.985762623125
"1476",17,"WALKING_DOWNSTAIRS","meantBodyGyroscopeStdevZ",-0.985666489166667
"1477",17,"WALKING_DOWNSTAIRS","meantBodyGyroscopeJerkMeanX",-0.099654922875
"1478",17,"WALKING_DOWNSTAIRS","meantBodyGyroscopeJerkMeanY",-0.0401207685420833
"1479",17,"WALKING_DOWNSTAIRS","meantBodyGyroscopeJerkMeanZ",-0.0537865145708333
"1480",17,"WALKING_DOWNSTAIRS","meantBodyGyroscopeJerkStdevX",-0.992357467708333
"1481",17,"WALKING_DOWNSTAIRS","meantBodyGyroscopeJerkStdevY",-0.993025651041667
"1482",17,"WALKING_DOWNSTAIRS","meantBodyGyroscopeJerkStdevZ",-0.993543291041667
"1483",17,"WALKING_DOWNSTAIRS","meantBodyAccelerometerMagnitudeMean",-0.97810887125
"1484",17,"WALKING_DOWNSTAIRS","meantBodyAccelerometerMagnitudeStdev",-0.97465493875
"1485",17,"WALKING_DOWNSTAIRS","meantGravityAccelerometerMagnitudeMean",-0.97810887125
"1486",17,"WALKING_DOWNSTAIRS","meantGravityAccelerometerMagnitudeStdev",-0.97465493875
"1487",17,"WALKING_DOWNSTAIRS","meantBodyAccelerometerJerkMagnitudeMean",-0.992407460833333
"1488",17,"WALKING_DOWNSTAIRS","meantBodyAccelerometerJerkMagnitudeStdev",-0.991481431666667
"1489",17,"WALKING_DOWNSTAIRS","meantBodyGyroscopeMagnitudeMean",-0.979459900833333
"1490",17,"WALKING_DOWNSTAIRS","meantBodyGyroscopeMagnitudeStdev",-0.980494326458333
"1491",17,"WALKING_DOWNSTAIRS","meantBodyGyroscopeJerkMagnitudeMean",-0.994575164583333
"1492",17,"WALKING_DOWNSTAIRS","meantBodyGyroscopeJerkMagnitudeStdev",-0.99273415625
"1493",17,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerMeanX",-0.992157217708333
"1494",17,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerMeanY",-0.973701284375
"1495",17,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerMeanZ",-0.982664512083333
"1496",17,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerStdevX",-0.992433994583333
"1497",17,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerStdevY",-0.962714830416667
"1498",17,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerStdevZ",-0.974056181875
"1499",17,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerJerkMeanX",-0.993660824583333
"1500",17,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerJerkMeanY",-0.9868704575
"1501",17,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerJerkMeanZ",-0.989427028125
"1502",17,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerJerkStdevX",-0.994178642291667
"1503",17,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerJerkStdevY",-0.988578176875
"1504",17,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerJerkStdevZ",-0.991258490416667
"1505",17,"WALKING_DOWNSTAIRS","meanfBodyGyroscopeMeanX",-0.985134202708333
"1506",17,"WALKING_DOWNSTAIRS","meanfBodyGyroscopeMeanY",-0.987405592708333
"1507",17,"WALKING_DOWNSTAIRS","meanfBodyGyroscopeMeanZ",-0.986429749791667
"1508",17,"WALKING_DOWNSTAIRS","meanfBodyGyroscopeStdevX",-0.986027005208333
"1509",17,"WALKING_DOWNSTAIRS","meanfBodyGyroscopeStdevY",-0.984919989375
"1510",17,"WALKING_DOWNSTAIRS","meanfBodyGyroscopeStdevZ",-0.986650575625
"1511",17,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerMagnitudeMean",-0.981396533333333
"1512",17,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerMagnitudeStdev",-0.974433710625
"1513",17,"WALKING_DOWNSTAIRS","meanfBodyBodyAccelerometerJerkMagnitudeMean",-0.991203280625
"1514",17,"WALKING_DOWNSTAIRS","meanfBodyBodyAccelerometerJerkMagnitudeStdev",-0.990655515625
"1515",17,"WALKING_DOWNSTAIRS","meanfBodyBodyGyroscopeMagnitudeMean",-0.985919111875
"1516",17,"WALKING_DOWNSTAIRS","meanfBodyBodyGyroscopeMagnitudeStdev",-0.98029209625
"1517",17,"WALKING_DOWNSTAIRS","meanfBodyBodyGyroscopeJerkMagnitudeMean",-0.993130339166667
"1518",17,"WALKING_DOWNSTAIRS","meanfBodyBodyGyroscopeJerkMagnitudeStdev",-0.992490134583333
"1519",18,"SITTING","meantBodyAccelerometerMeanX",0.27795824
"1520",18,"SITTING","meantBodyAccelerometerMeanY",-0.01729741093
"1521",18,"SITTING","meantBodyAccelerometerMeanZ",-0.110021546
"1522",18,"SITTING","meantBodyAccelerometerStdevX",-0.991705206333333
"1523",18,"SITTING","meantBodyAccelerometerStdevY",-0.939095257
"1524",18,"SITTING","meantBodyAccelerometerStdevZ",-0.950753017666667
"1525",18,"SITTING","meantGravityAccelerometerMeanX",0.962581161666667
"1526",18,"SITTING","meantGravityAccelerometerMeanY",-0.180018835666667
"1527",18,"SITTING","meantGravityAccelerometerMeanZ",0.0783976787
"1528",18,"SITTING","meantGravityAccelerometerStdevX",-0.995679798333333
"1529",18,"SITTING","meantGravityAccelerometerStdevY",-0.97557713
"1530",18,"SITTING","meantGravityAccelerometerStdevZ",-0.973759297333333
"1531",18,"SITTING","meantBodyAccelerometerJerkMeanX",0.0756560724
"1532",18,"SITTING","meantBodyAccelerometerJerkMeanY",0.01212352927
"1533",18,"SITTING","meantBodyAccelerometerJerkMeanZ",0.000426343527333334
"1534",18,"SITTING","meantBodyAccelerometerJerkStdevX",-0.989808125333333
"1535",18,"SITTING","meantBodyAccelerometerJerkStdevY",-0.968781037
"1536",18,"SITTING","meantBodyAccelerometerJerkStdevZ",-0.989064151666667
"1537",18,"SITTING","meantBodyGyroscopeMeanX",-0.0259236282933333
"1538",18,"SITTING","meantBodyGyroscopeMeanY",-0.0744458279666667
"1539",18,"SITTING","meantBodyGyroscopeMeanZ",0.0854533145
"1540",18,"SITTING","meantBodyGyroscopeStdevX",-0.950461505666667
"1541",18,"SITTING","meantBodyGyroscopeStdevY",-0.977660980333333
"1542",18,"SITTING","meantBodyGyroscopeStdevZ",-0.962330311666667
"1543",18,"SITTING","meantBodyGyroscopeJerkMeanX",-0.0981970214
"1544",18,"SITTING","meantBodyGyroscopeJerkMeanY",-0.0397930495333333
"1545",18,"SITTING","meantBodyGyroscopeJerkMeanZ",-0.053319608
"1546",18,"SITTING","meantBodyGyroscopeJerkStdevX",-0.976198165666667
"1547",18,"SITTING","meantBodyGyroscopeJerkStdevY",-0.991806091
"1548",18,"SITTING","meantBodyGyroscopeJerkStdevZ",-0.982765702666667
"1549",18,"SITTING","meantBodyAccelerometerMagnitudeMean",-0.963685834333333
"1550",18,"SITTING","meantBodyAccelerometerMagnitudeStdev",-0.964222192
"1551",18,"SITTING","meantGravityAccelerometerMagnitudeMean",-0.963685834333333
"1552",18,"SITTING","meantGravityAccelerometerMagnitudeStdev",-0.964222192
"1553",18,"SITTING","meantBodyAccelerometerJerkMagnitudeMean",-0.984336614
"1554",18,"SITTING","meantBodyAccelerometerJerkMagnitudeStdev",-0.983733639666667
"1555",18,"SITTING","meantBodyGyroscopeMagnitudeMean",-0.951887812
"1556",18,"SITTING","meantBodyGyroscopeMagnitudeStdev",-0.947942481333333
"1557",18,"SITTING","meantBodyGyroscopeJerkMagnitudeMean",-0.986611885
"1558",18,"SITTING","meantBodyGyroscopeJerkMagnitudeStdev",-0.986354497333333
"1559",18,"SITTING","meanfBodyAccelerometerMeanX",-0.990052909
"1560",18,"SITTING","meanfBodyAccelerometerMeanY",-0.949811015333333
"1561",18,"SITTING","meanfBodyAccelerometerMeanZ",-0.972738081666667
"1562",18,"SITTING","meanfBodyAccelerometerStdevX",-0.992469808333333
"1563",18,"SITTING","meanfBodyAccelerometerStdevY",-0.937087901
"1564",18,"SITTING","meanfBodyAccelerometerStdevZ",-0.943508302333333
"1565",18,"SITTING","meanfBodyAccelerometerJerkMeanX",-0.989649728
"1566",18,"SITTING","meanfBodyAccelerometerJerkMeanY",-0.969070922
"1567",18,"SITTING","meanfBodyAccelerometerJerkMeanZ",-0.986778406666667
"1568",18,"SITTING","meanfBodyAccelerometerJerkStdevX",-0.990952901666667
"1569",18,"SITTING","meanfBodyAccelerometerJerkStdevY",-0.970764276333333
"1570",18,"SITTING","meanfBodyAccelerometerJerkStdevZ",-0.990011026
"1571",18,"SITTING","meanfBodyGyroscopeMeanX",-0.953668505666667
"1572",18,"SITTING","meanfBodyGyroscopeMeanY",-0.982765614333333
"1573",18,"SITTING","meanfBodyGyroscopeMeanZ",-0.966466455666667
"1574",18,"SITTING","meanfBodyGyroscopeStdevX",-0.950392071666667
"1575",18,"SITTING","meanfBodyGyroscopeStdevY",-0.975029833666667
"1576",18,"SITTING","meanfBodyGyroscopeStdevZ",-0.964431652333333
"1577",18,"SITTING","meanfBodyAccelerometerMagnitudeMean",-0.97137329
"1578",18,"SITTING","meanfBodyAccelerometerMagnitudeStdev",-0.965101664666667
"1579",18,"SITTING","meanfBodyBodyAccelerometerJerkMagnitudeMean",-0.982538887333333
"1580",18,"SITTING","meanfBodyBodyAccelerometerJerkMagnitudeStdev",-0.984285595333333
"1581",18,"SITTING","meanfBodyBodyGyroscopeMagnitudeMean",-0.964628023666667
"1582",18,"SITTING","meanfBodyBodyGyroscopeMagnitudeStdev",-0.946838238333333
"1583",18,"SITTING","meanfBodyBodyGyroscopeJerkMagnitudeMean",-0.987332531
"1584",18,"SITTING","meanfBodyBodyGyroscopeJerkMagnitudeStdev",-0.985681788333333
"1585",18,"STANDING","meantBodyAccelerometerMeanX",0.276177377784431
"1586",18,"STANDING","meantBodyAccelerometerMeanY",-0.0172818741561907
